A_re,0.234585179688,0.275277900940,0.308694759712,0.336549050669,0.359749039649,0.378833708185,0.394150081666,0.405937722693,0.414373565562,0.419597639656,0.421728717037,0.420874259413,0.417136948347,0.410619065306,0.401425460071,0.389665556746,0.375454680882,0.358914892624,0.340175450086,0.319372988810,0.296651478237,0.272161999671,0.246062379041,0.218516700163,0.189694718851,0.159771194495,0.128925153008,0.097339093134,0.065198146660,0.032689202023
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.234585179688,-0.275277900940,-0.308694759712,-0.336549050669,-0.359749039649,-0.378833708185,-0.394150081666,-0.405937722693,-0.414373565562,-0.419597639656,-0.421728717037,-0.420874259413,-0.417136948347,-0.410619065306,-0.401425460071,-0.389665556746,-0.375454680882,-0.358914892624,-0.340175450086,-0.319372988810,-0.296651478237,-0.272161999671,-0.246062379041,-0.218516700163,-0.189694718851,-0.159771194495,-0.128925153008,-0.097339093134,-0.065198146660,-0.032689202023
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
# constraint,power
# norm_sq,6.283185307180
# dEdt,0.500000000000
# lambda_max,0.498626731607
